h3_polyfill,Trees,Habitats,Livestock production,Crop production,All food production,geometry_wkt
86195d24fffffff,1 - low,2 - medium,1 - low,1 - low,1 - low,"POLYGON ((501758.66384009604 154383.81070096028, 498507.602403024 153362.3443779986, 497994.80566414626 149848.64450335162, 500734.2336427262 147357.16398332533, 503985.1530358033 148380.11510523767, 504496.7871612101 151893.06230748122, 501758.66384009604 154383.81070096028))"
86194e58fffffff,2 - medium,3 - high,1 - low,3 - high,3 - high,"POLYGON ((533361.1477113399 244306.96874902787, 530135.8411881253 243311.55065167212, 529632.2998385725 239832.74243724125, 532355.2545092714 237350.06554128713, 535580.4549660729 238346.97397486144, 536082.8074839875 241825.06929087796, 533361.1477113399 244306.96874902787))"
86194a0efffffff,1 - low,3 - high,2 - medium,2 - medium,1 - low,"POLYGON ((547249.6745714002 105047.53058315985, 544011.3875914948 104015.47767671425, 543506.1463139366 100495.87114520805, 546240.3222664285 98009.08686002731, 549478.4435128811 99042.6099816458, 549982.5551977106 102561.44754872157, 547249.6745714002 105047.53058315985))"
86195c7b7ffffff,3 - high,1 - low,3 - high,3 - high,3 - high,"POLYGON ((361090.29118336743 298273.64420390246, 357799.98792155355 297283.38864879095, 357261.4969382365 293787.79234356334, 360014.57085865753 291283.1558766678, 363304.8053660213 292274.93722008495, 363842.03540032066 295769.829552744, 361090.29118336743 298273.64420390246))"
8619594d7ffffff,2 - medium,2 - medium,3 - high,2 - medium,2 - medium,"POLYGON ((382158.5235673963 106672.00424807786, 378851.08124576084 105630.8640872956, 378313.21749381884 102078.35897802003, 381083.97350979736 99567.77709498728, 384391.2599735123 100610.41569858821, 384927.9469621148 104162.1381276662, 382158.5235673963 106672.00424807786))"
86194ed5fffffff,2 - medium,2 - medium,1 - low,3 - high,2 - medium,"POLYGON ((579341.7405290504 265120.5909377367, 576139.039649687 264133.3788528027, 575645.8220548521 260670.58368523506, 578356.4889797352 258195.70151617244, 581559.0889352319 259184.39826405304, 582051.1235485631 262646.4928303068, 579341.7405290504 265120.5909377367))"
86194124fffffff,1 - low,3 - high,1 - low,2 - medium,1 - low,"POLYGON ((647031.0539137246 269511.29648066236, 643858.1133242412 268529.0403571727, 643379.2357875169 265081.2726442545, 646074.4635605665 262616.45478986285, 649247.2998678178 263600.1844231533, 649725.0133325809 267047.25870808825, 647031.0539137246 269511.29648066236))"
86195535fffffff,1 - low,3 - high,3 - high,1 - low,2 - medium,"POLYGON ((392655.87754052586 462942.6163324177, 389403.4786530222 461999.65718787676, 388875.59577397624 458567.5031612434, 391601.4257897469 456078.9398685597, 394853.8240992237 457023.43200300797, 395380.3936600704 460454.9546844035, 392655.87754052586 462942.6163324177))"
8619422d7ffffff,1 - low,1 - low,3 - high,1 - low,1 - low,"POLYGON ((442067.67482161755 359031.79003844026, 438820.25824890425 358062.6863571569, 438300.67740826175 354603.86956308805, 441029.7737892298 352114.82869450544, 444277.1404959182 353085.44952910993, 444795.46136934677 356543.5943616932, 442067.67482161755 359031.79003844026))"
86195952fffffff,1 - low,3 - high,2 - medium,3 - high,2 - medium,"POLYGON ((405166.4861326257 134157.7012726981, 401872.1710838517 133125.27345363842, 401339.4484057967 129585.822423665, 404102.22331091133 127079.56887118143, 407396.39344247855 128113.49518244923, 407927.93426695536 131652.1769270161, 405166.4861326257 134157.7012726981))"
86195ccb7ffffff,2 - medium,1 - low,3 - high,1 - low,3 - high,"POLYGON ((366925.76301135885 356512.0087683632, 363646.3615003792 355538.12373855, 363110.32608722476 352063.43597826606, 365854.9746167325 349563.31226448796, 369134.3324164814 350538.7273872408, 369669.08609080256 354012.7364180866, 366925.76301135885 356512.0087683632))"
861955967ffffff,1 - low,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((411187.6060008872 543327.2250411258, 407955.8902621754 542407.7118568213, 407434.32501508365 539008.5994219552, 410145.81194731384 536529.5960137519, 413377.55864817207 537450.6425444472, 413897.7881399267 540849.1593490936, 411187.6060008872 543327.2250411258))"
8619432d7ffffff,2 - medium,1 - low,1 - low,3 - high,3 - high,"POLYGON ((514806.60105949553 265162.3121597238, 511576.3533959857 264171.51988228824, 511069.59931275144 260695.78320765495, 513794.29596270475 258211.544846115, 517024.447737306 259203.83289008716, 517529.9994197267 262678.86384470144, 514806.60105949553 265162.3121597238))"
861959bb7ffffff,2 - medium,2 - medium,2 - medium,3 - high,3 - high,"POLYGON ((465543.24898149655 119466.16788351795, 462272.3153978284 118433.25983102439, 461751.30701743974 114901.50559363767, 464502.39160204574 112403.42992924614, 467773.17018042126 113437.82410703841, 468293.01985033473 116968.8081989325, 465543.24898149655 119466.16788351795))"
86195d55fffffff,2 - medium,3 - high,1 - low,3 - high,2 - medium,"POLYGON ((443524.82163755124 223270.8695398894, 440258.53984447377 222264.7113986537, 439735.71617530764 218761.04948230513, 442480.38208540203 216264.2749947082, 445746.5555535659 217271.9365342498, 446268.1721150936 220774.86949890008, 443524.82163755124 223270.8695398894))"
861943cb7ffffff,3 - high,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((477178.38066594786 366215.65520520636, 473946.91378287814 365250.4371132959, 473435.19274221483 361801.09793120204, 476156.19117708824 359317.64339871693, 479387.6078718234 360284.37309653143, 479898.0769964889 363733.045999207, 477178.38066594786 366215.65520520636))"
86194ed8fffffff,1 - low,2 - medium,1 - low,3 - high,3 - high,"POLYGON ((559374.945362092 275525.2077982279, 556165.1895364715 274539.70836991246, 555668.1510698893 271076.31769025844, 558382.0620386711 268599.124623944, 561591.7227764251 269586.1132136856, 562087.5682955044 273048.80601762224, 559374.945362092 275525.2077982279))"
861874617ffffff,3 - high,3 - high,3 - high,1 - low,1 - low,"POLYGON ((176566.63973254862 55663.0190504675, 173168.7361879169 54596.24492723352, 172589.88827516974 50986.78481607724, 175410.1547431688 48444.921530988184, 178807.8902409435 49513.22119296083, 179385.52802831744 53121.859020488744, 176566.63973254862 55663.0190504675))"
8619460cfffffff,1 - low,2 - medium,2 - medium,1 - low,1 - low,"POLYGON ((471783.5058667783 495658.7185172287, 468569.81321675226 494729.05139025324, 468060.8090432892 491324.420457351, 470766.7982503119 488850.0687270601, 473980.4949363764 489781.2565459184, 474488.19905657246 493185.2756315408, 471783.5058667783 495658.7185172287))"
861943b6fffffff,1 - low,1 - low,1 - low,2 - medium,2 - medium,"POLYGON ((573432.5904907042 309558.83310520276, 570233.8003961466 308583.36745289597, 569740.9534778445 305134.0751905595, 572448.0987411093 302660.93152493425, 575646.8065750713 303637.8872143516, 576138.4520672155 307086.49682781176, 573432.5904907042 309558.83310520276))"
861942c37ffffff,1 - low,2 - medium,3 - high,1 - low,2 - medium,"POLYGON ((420297.6560062019 461138.7146400326, 417056.64261132927 460196.71805457666, 416534.96339863114 456769.4047797844, 419255.6023352869 454284.7184898533, 422496.6112873162 455228.2430847053, 423016.9864306177 458654.92620385904, 420297.6560062019 461138.7146400326))"
86194a517ffffff,2 - medium,2 - medium,1 - low,1 - low,1 - low,"POLYGON ((503985.1530358033 148380.11510523767, 500734.2336427262 147357.16398332533, 500221.70960503374 143842.05397353435, 502961.26517521153 141350.65040099973, 506212.0398096038 142375.08513699967, 506723.40429879975 145889.44019289076, 503985.1530358033 148380.11510523767))"
861874307ffffff,3 - high,2 - medium,3 - high,2 - medium,2 - medium,"POLYGON ((231833.6813966222 59351.40474832145, 228458.57689867204 58288.84179097565, 227890.52967025823 54691.683311266825, 230698.7847842266 52157.90393988407, 234073.71996526324 53221.98359150192, 234640.57005207092 56818.3263341866, 231833.6813966222 59351.40474832145))"
86195546fffffff,2 - medium,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((339777.47330498917 503394.50303088373, 336509.2422501157 502460.0669165242, 335970.2220861526 499032.1017665918, 338700.7779101507 496539.1906269697, 341969.0318135681 497475.17116205255, 342506.7077406923 500902.5186463797, 339777.47330498917 503394.50303088373))"
86194e487ffffff,2 - medium,1 - low,1 - low,3 - high,3 - high,"POLYGON ((525900.3125975343 235354.89670754416, 522670.5711510587 234356.63579672505, 522165.18885568 230873.43161269138, 524890.7362617027 228389.20587890787, 528120.3684393569 229388.9574125614, 528624.563146085 232871.4443837267, 525900.3125975343 235354.89670754416))"
8619430cfffffff,2 - medium,2 - medium,1 - low,3 - high,3 - high,"POLYGON ((507460.07124033885 299379.4696517059, 504231.6171039414 298397.5911434965, 503724.38286233746 294931.68671997363, 506446.82109128265 292448.35313134466, 509675.19430133747 293431.7321138306, 510181.2108796082 296896.9445134284, 507460.07124033885 299379.4696517059))"
861948cafffffff,1 - low,1 - low,1 - low,2 - medium,2 - medium,"POLYGON ((630358.4178365183 171534.1069389957, 627164.5122341115 170524.56649658864, 626678.2367678016 167042.14887651213, 629386.9994473504 164570.00687545392, 632580.7623183152 165581.0125082574, 633065.9058886737 169062.69529682072, 630358.4178365183 171534.1069389957))"
861973627ffffff,2 - medium,3 - high,1 - low,1 - low,1 - low,"POLYGON ((380233.34704586817 583248.9993477849, 376995.1210617097 582339.1056503891, 376467.36175172514 578948.8285451685, 379179.1883278614 576469.0258687694, 382417.4658175086 577380.459611019, 382943.86591425136 580770.1561825225, 380233.34704586817 583248.9993477849))"
861959ab7ffffff,1 - low,1 - low,1 - low,1 - low,1 - low,"POLYGON ((460187.1160410171 104299.16411510046, 456911.969450761 103261.88732654098, 456389.5112797594 99724.44335514837, 459143.35431180376 97225.05339941388, 462418.3395578557 98263.81501942428, 462939.64378696267 101800.48214494679, 460187.1160410171 104299.16411510046))"
86195b50fffffff,3 - high,3 - high,3 - high,1 - low,2 - medium,"POLYGON ((288957.0358969957 118113.63334076211, 285612.54681590304 117070.21135437369, 285056.295537299 113502.35366234326, 287845.74145330815 110978.70439750198, 291190.0855311431 112023.64245181275, 291745.12939377205 115590.71408970456, 288957.0358969957 118113.63334076211))"
86195ca4fffffff,2 - medium,1 - low,3 - high,2 - medium,2 - medium,"POLYGON ((455104.98106199445 280135.176992467, 451851.5663981099 279145.14941339975, 451332.65858850797 275662.3637992112, 454068.3921222323 273170.3102821019, 457321.7220812049 274161.84548825276, 457839.40388974495 277643.926897362, 455104.98106199445 280135.176992467))"
86195cd6fffffff,2 - medium,3 - high,3 - high,1 - low,2 - medium,"POLYGON ((406789.39267605304 351814.5633875555, 403526.02722616075 350841.55101797555, 402998.5775487904 347373.21478110104, 405735.7619531277 344878.568897664, 408999.07781525573 345853.1039850937, 409525.2595476968 349320.76252532913, 406789.39267605304 351814.5633875555))"
861874637ffffff,3 - high,2 - medium,3 - high,2 - medium,2 - medium,"POLYGON ((180540.44685855816 60335.56652536953, 177144.70509577 59270.282990704436, 176566.63973254862 55663.0190504675, 179385.52802831744 53121.859020488744, 182781.1037890036 54188.668187118834, 183357.95796646114 57795.112168808, 180540.44685855816 60335.56652536953))"
86194e62fffffff,2 - medium,2 - medium,1 - low,3 - high,3 - high,"POLYGON ((563013.2911023649 193638.3967939145, 559793.571292385 192630.96447295876, 559294.444937744 189141.9053432003, 562016.1994140055 186661.01026798965, 565235.7898780704 187669.9219721433, 565733.7558708097 191158.24970886, 563013.2911023649 193638.3967939145))"
861973247ffffff,1 - low,2 - medium,1 - low,2 - medium,1 - low,"POLYGON ((428356.60491360846 554700.8044265183, 425134.0284069386 553785.3702831744, 424616.768399564 550393.8809547223, 427323.41975149204 547918.4155903342, 430546.02977189096 548835.3804100411, 431061.95560919266 552226.2801249276, 428356.60491360846 554700.8044265183))"
861958b67ffffff,2 - medium,3 - high,3 - high,3 - high,3 - high,"POLYGON ((424548.179944615 200685.2807537811, 421270.829986077 199671.9268415448, 420743.5336683254 196157.21716750413, 423494.7915681597 193656.60170139506, 426772.02473122976 194671.45956487686, 427298.11747058685 198185.42928896606, 424548.179944615 200685.2807537811))"
86194304fffffff,1 - low,3 - high,1 - low,3 - high,2 - medium,"POLYGON ((523076.6840160548 300822.109743197, 519855.08857370116 299841.48659154144, 519351.2228759884 296379.19172577927, 522070.1667740118 293898.2105148066, 525291.6805781765 294880.3315786668, 525794.3327909558 298341.9362427091, 523076.6840160548 300822.109743197))"
86195c527ffffff,3 - high,2 - medium,3 - high,2 - medium,3 - high,"POLYGON ((367528.92538630404 340108.92022783833, 364247.36436947016 339130.5384061195, 363711.11510856793 335650.35809776746, 366457.7028361181 333149.2455803706, 369739.21291098936 334129.15597972256, 370274.1868928616 337608.65061256924, 367528.92538630404 340108.92022783833))"
861940407ffffff,1 - low,1 - low,1 - low,1 - low,1 - low,"POLYGON ((505616.1092199217 433741.56139381777, 502407.0693175167 432796.50374104944, 501903.72770153295 429376.3849135606, 504610.69426724175 426901.9596810078, 507819.7091073591 427848.5287360749, 508321.7831165567 431268.01187227585, 505616.1092199217 433741.56139381777))"
861959cafffffff,1 - low,2 - medium,2 - medium,1 - low,1 - low,"POLYGON ((410582.8838283946 149327.61436813333, 407292.81683074846 148299.58311553794, 406761.50952739076 144765.91445778246, 409521.4565150571 142261.0399407026, 412811.38500206976 143290.57086480322, 413341.5056927434 146823.47700120966, 410582.8838283946 149327.61436813333))"
86194e55fffffff,3 - high,1 - low,1 - low,3 - high,3 - high,"POLYGON ((553404.1403193367 233894.78047136118, 550185.9142377189 232897.6658816078, 549686.1902437009 229419.52018958045, 552405.8718353399 226939.20500226214, 555623.9860223255 227937.80533455923, 556122.5311742603 231415.23543725896, 553404.1403193367 233894.78047136118))"
861958b4fffffff,3 - high,1 - low,3 - high,3 - high,3 - high,"POLYGON ((422967.8100258464 190140.4280252339, 419688.36841593304 189124.1280060599, 419160.50024773675 185605.75153809064, 421913.2741419774 183104.41992177855, 425192.5944388185 184122.22285025532, 425719.2628349932 187639.85483571718, 422967.8100258464 190140.4280252339))"
86194316fffffff,2 - medium,1 - low,1 - low,3 - high,3 - high,"POLYGON ((532020.5676638524 320060.0820704587, 528805.5995380759 319085.2031142609, 528304.2764292061 315631.1369793606, 531019.1400990188 313152.6315696315, 534234.0338122544 314129.00868001, 534734.1389356735 317582.39333948033, 532020.5676638524 320060.0820704587))"
861951a47ffffff,3 - high,1 - low,3 - high,2 - medium,3 - high,"POLYGON ((379949.32176204247 380228.03724140895, 376678.9068286521 379261.4184929543, 376146.2438591978 375797.5175217807, 378885.28330265294 373300.90320559003, 382155.6635501203 374269.0516737186, 382687.0397311508 377732.28501562565, 379949.32176204247 380228.03724140895))"
86195c457ffffff,3 - high,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((362702.47977092705 308749.7960663169, 359414.3513706185 307762.509882756, 358876.41553267755 304270.74882199796, 361627.87335927715 301766.97364558186, 364915.9374851393 302755.7863595568, 365452.6087517018 306246.8480259375, 362702.47977092705 308749.7960663169))"
86194ed6fffffff,3 - high,1 - low,1 - low,3 - high,2 - medium,"POLYGON ((588940.7606855617 268079.55452662084, 585742.6010138688 267093.67852177034, 585251.5037690301 263633.77871071186, 587959.7480487355 261160.4538316115, 591157.807271444 262147.81315692264, 591647.7233208646 265607.0143515007, 588940.7606855617 268079.55452662084))"
86195d59fffffff,2 - medium,3 - high,2 - medium,2 - medium,2 - medium,"POLYGON ((417240.439893365 235242.14423458115, 413964.76774181874 234237.76716034656, 413436.7707427051 230732.68632160156, 416185.6661272127 228232.70897581847, 419461.2371630272 229238.5953654457, 419988.01461298484 232742.95011804026, 417240.439893365 235242.14423458115))"
861940747ffffff,2 - medium,1 - low,1 - low,3 - high,3 - high,"POLYGON ((536577.4229085431 393799.2693788645, 533375.4588101006 392844.85620497866, 532877.6281696626 389416.900290618, 535583.0059189344 386944.0080674304, 538784.9254861574 387899.92457429523, 539281.51250301 391327.2302362855, 536577.4229085431 393799.2693788645))"
861941aafffffff,2 - medium,2 - medium,1 - low,3 - high,3 - high,"POLYGON ((650536.7081975145 316668.68584872165, 647372.1877422711 315699.3993123997, 646896.029256335 312267.9284885035, 649585.5721752422 309806.4182473824, 652750.006827085 310777.18218615005, 653224.9850123504 314207.979252622, 650536.7081975145 316668.68584872165))"
86194388fffffff,3 - high,1 - low,1 - low,3 - high,3 - high,"POLYGON ((523171.52380511764 343768.23062451975, 519956.28451167885 342799.3533491744, 519453.8447463836 339351.5294981618, 522167.8744464288 336873.2554437609, 525383.0499223147 337843.6344814465, 525884.2601849094 341290.78609600733, 523171.52380511764 343768.23062451975))"
86194e5a7ffffff,2 - medium,2 - medium,1 - low,3 - high,3 - high,"POLYGON ((534868.342936412 254733.1018783882, 531645.1534529903 253740.59492101823, 531142.2683105499 250265.47831568716, 533863.7657106144 247783.5774386567, 537086.8533756917 248777.5756044829, 537588.5461245223 252251.983757484, 534868.342936412 254733.1018783882))"
86195eb1fffffff,3 - high,3 - high,3 - high,1 - low,1 - low,"POLYGON ((333054.78606214974 299847.9080317398, 329753.0243197839 298856.5398109697, 329208.5616149121 295355.85451321054, 331967.131173715 292847.24325872737, 335268.8273523313 293840.1423177147, 335812.0202329865 297340.1221044314, 333054.78606214974 299847.9080317398))"
861973117ffffff,3 - high,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((402141.11186103255 624929.005053277, 398919.14713089715 624031.9810024191, 398397.6702418913 620661.8734448568, 401099.5248325493 618189.3513240557, 404321.5553234147 619087.9123191391, 404841.66614723054 622457.4586717591, 402141.11186103255 624929.005053277))"
861973727ffffff,1 - low,3 - high,1 - low,1 - low,1 - low,"POLYGON ((385572.70155800454 597697.886029379, 382339.1390897953 596792.3370882501, 381813.0075631945 593408.5814776068, 384521.8015593353 590930.9489698284, 387755.42082260636 591838.0373354345, 388280.1899822203 595221.2189762952, 385572.70155800454 597697.886029379))"
86195dd07ffffff,3 - high,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((463307.37910138443 272662.1865169729, 460056.36476546887 271670.57441612554, 459538.9872879554 268186.96772872674, 462273.8454878756 265695.6801454652, 465524.77124427474 266688.79768461117, 466040.9280572221 270171.6976841493, 463307.37910138443 272662.1865169729))"
86195da37ffffff,2 - medium,1 - low,1 - low,3 - high,3 - high,"POLYGON ((513162.6157899225 211429.52948488784, 509924.1318166631 210424.08010576892, 509415.3657102573 206930.63252806646, 512146.26625539083 204443.362831072, 515384.63177397946 205450.30225431896, 515892.21586954675 208943.02166695375, 513162.6157899225 211429.52948488784))"
86194e61fffffff,1 - low,1 - low,1 - low,1 - low,1 - low,"POLYGON ((553349.5952563076 190614.73971711635, 550125.339039565 189605.94677368994, 549624.1382964656 186113.98595861986, 552348.3564506067 183631.5518660681, 555572.4826947707 184641.8254691313, 556072.5214177861 188133.05284737673, 553349.5952563076 190614.73971711635))"
861943d07ffffff,1 - low,1 - low,1 - low,3 - high,2 - medium,"POLYGON ((500261.8150340689 376400.10287501995, 497041.69894073985 375438.93909804616, 496535.3326918206 371997.71518744907, 499250.33177534974 369518.31558648485, 502470.3997105031 370480.9877388007, 502975.51739337214 373921.5513900042, 500261.8150340689 376400.10287501995))"
8619434c7ffffff,2 - medium,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((463520.2964169588 315863.7425194235, 460275.59431224834 314883.9522224854, 459759.4635131627 311414.7644510454, 462489.2726782692 308926.05580703553, 465733.9046036792 309907.3557515361, 466248.798221125 313375.85499103763, 463520.2964169588 315863.7425194235))"
861943637ffffff,3 - high,1 - low,2 - medium,2 - medium,2 - medium,"POLYGON ((482102.05284651247 294983.4067332963, 478862.19384657743 293998.9279288087, 478349.43246698077 290526.47889116424, 481077.75439322356 288039.20481327357, 484317.53275438905 289025.1880542041, 484829.0705026859 292496.9412423396, 482102.05284651247 294983.4067332963))"
861958527ffffff,3 - high,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((329319.8051350296 235155.3166771899, 326007.43853417353 234145.99484249565, 325461.0800340045 230623.21652511228, 328228.33384061727 228110.49367830384, 331540.60617184173 229121.34003853094, 332085.71966220735 232643.38505752088, 329319.8051350296 235155.3166771899))"
86194122fffffff,2 - medium,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((640384.3163735272 287235.5635118058, 637211.0781130291 286257.73372630123, 636731.5405978325 282814.453205602, 639426.4146535425 280349.6894369919, 642599.5562209432 281328.9956280385, 643077.9210755838 284771.5894828323, 640384.3163735272 287235.5635118058))"
86195c467ffffff,2 - medium,1 - low,2 - medium,2 - medium,1 - low,"POLYGON ((372557.7735573135 311708.9421810727, 369274.19093057286 310723.0119536232, 368738.43266109726 307234.21896299394, 371487.52051206527 304732.05387116096, 374771.039278851 305719.50919241505, 375305.5347460597 309207.6048164388, 372557.7735573135 311708.9421810727))"
8619432dfffffff,3 - high,1 - low,1 - low,3 - high,3 - high,"POLYGON ((517024.447737306 259203.83289008716, 513794.29596270475 258211.544846115, 513287.8195347119 254734.30374111095, 516012.69499675074 252250.0590207245, 519242.7482039518 253243.84182012116, 519748.0251848726 256720.37490230583, 517024.447737306 259203.83289008716))"
86194ac67ffffff,2 - medium,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((545103.503344046 154632.45671515685, 541870.8575269885 153613.53100993176, 541366.7951924978 150108.6561695199, 544096.5295204071 147623.45629010705, 547329.0307427857 148643.85945749702, 547831.9428921177 152147.98539870346, 545103.503344046 154632.45671515685))"
861958d87ffffff,3 - high,3 - high,3 - high,2 - medium,2 - medium,"POLYGON ((336440.34366795473 260774.5269343838, 333134.4783647602 259772.6147410848, 332590.0499644185 256259.6394220714, 335352.74085515836 253749.29848126252, 338658.52282978885 254752.73685007374, 339201.6979379972 258264.9903110544, 336440.34366795473 260774.5269343838))"
861959a9fffffff,2 - medium,3 - high,1 - low,1 - low,1 - low,"POLYGON ((458621.18426404626 93686.23791598764, 455344.01874994807 92646.03371510704, 454820.9851579726 89105.07125800202, 457576.2677122951 86605.09472661937, 460853.2673068514 87646.78244709596, 461375.15093719197 91186.96356481197, 458621.18426404626 93686.23791598764))"
86195d38fffffff,3 - high,3 - high,1 - low,2 - medium,1 - low,"POLYGON ((480872.6662584952 181338.46704592876, 477616.3992953985 180323.06800726114, 477100.1381943055 176813.5789652826, 479841.32421875757 174320.23261389887, 483097.46207845036 175337.12352624373, 483612.5436883828 178845.86926633882, 480872.6662584952 181338.46704592876))"
86194e867ffffff,2 - medium,2 - medium,1 - low,2 - medium,2 - medium,"POLYGON ((622854.8604067449 248804.78987899504, 619668.519221259 247815.59207102587, 619183.760296375 244356.22681544762, 621886.5068855113 241886.76353796123, 625072.7372485637 242877.4368347366, 625556.3324964535 246336.0982363748, 622854.8604067449 248804.78987899504))"
86195b68fffffff,3 - high,1 - low,3 - high,2 - medium,2 - medium,"POLYGON ((282846.31407571095 58374.179359380505, 279491.88666887383 57314.32403918248, 278933.7845027712 53727.21545036536, 281731.2934983122 51200.77413841689, 285085.54837098403 52262.1372938664, 285642.4674774696 55848.43433690525, 282846.31407571095 58374.179359380505))"
861946767ffffff,1 - low,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((468060.8090432892 491324.420457351, 464844.83800845325 490393.35056732, 464334.85281590396 486986.40757164056, 467042.13906038133 484511.14864357875, 470258.1127821629 485443.7396787965, 470766.7982503119 488850.0687270601, 468060.8090432892 491324.420457351))"
86194366fffffff,3 - high,1 - low,1 - low,3 - high,3 - high,"POLYGON ((500676.4542635044 274109.9578014944, 497441.47843025264 273120.8147360814, 496932.0272787086 269645.18155321444, 499658.76269782113 267159.39486233395, 502893.6475367547 268150.0370598965, 503401.88862216636 271624.96712909505, 500676.4542635044 274109.9578014944))"
86194e797ffffff,2 - medium,2 - medium,1 - low,2 - medium,2 - medium,"POLYGON ((540734.8688345156 210003.31128879072, 537507.9093551179 208999.03042798355, 537004.770247848 205510.677539, 539729.7646106974 203027.33233628416, 542956.6031051016 204033.098353429, 543458.5688847601 207520.72475247498, 540734.8688345156 210003.31128879072))"
86195c82fffffff,1 - low,1 - low,3 - high,2 - medium,2 - medium,"POLYGON ((432967.7024057973 339781.27349185536, 429713.59179178625 338806.3751039775, 429191.52412434586 335339.1638079847, 431924.82323257043 332847.5319881094, 435178.8766288086 333823.9474909285, 435699.68881741754 337290.4779893695, 432967.7024057973 339781.27349185536))"
86194eba7ffffff,2 - medium,1 - low,1 - low,3 - high,2 - medium,"POLYGON ((617728.0605007792 233970.83483410167, 614537.4064013874 232977.34803850343, 614051.0014404019 229512.16233208438, 616756.4108465423 227041.17409962328, 619946.9484751457 228036.13564393163, 620432.1938202716 231500.6109940922, 617728.0605007792 233970.83483410167))"
8618743afffffff,3 - high,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((221703.87102183103 56162.269081564795, 218324.27011499708 55098.258793443674, 217754.2289906283 51498.09927558128, 220564.9878893974 48962.76844824149, 223944.41850922245 50028.29663611125, 224513.26122142034 53627.63816749025, 221703.87102183103 56162.269081564795))"
861943517ffffff,3 - high,2 - medium,2 - medium,3 - high,2 - medium,"POLYGON ((468149.5300798104 347020.3433805544, 464911.36980797676 346049.35550056567, 464397.12335612177 342591.64123065124, 467122.28538413986 340105.59018259833, 470360.3882473891 341078.08966713946, 470873.3871688214 344535.1288813558, 468149.5300798104 347020.3433805544))"
861943c87ffffff,3 - high,1 - low,2 - medium,2 - medium,2 - medium,"POLYGON ((479387.6078718234 360284.37309653143, 476156.19117708824 359317.64339871693, 475644.7749896796 355866.70900362235, 478366.025214268 353383.1732003855, 481597.3890247584 354351.41364296654, 482107.55617097765 357801.6794245006, 479387.6078718234 360284.37309653143))"
86194e4cfffffff,1 - low,1 - low,1 - low,2 - medium,2 - medium,"POLYGON ((538513.5333587318 215972.09528444835, 535286.4555557899 214969.30066274223, 534783.0550655475 211482.40596416977, 537507.9093551179 208999.03042798355, 540734.8688345156 210003.31128879072, 541237.0930115562 213489.4817800253, 538513.5333587318 215972.09528444835))"
861955cd7ffffff,2 - medium,3 - high,3 - high,1 - low,1 - low,"POLYGON ((338626.5908587037 535739.6503818829, 335363.06984310626 534814.2366206464, 334824.4723619282 531397.9645949652, 337550.7526149838 528907.7103312304, 340814.3104574138 529834.6700703582, 341351.55191575235 533250.3383129865, 338626.5908587037 535739.6503818829))"
86194649fffffff,3 - high,1 - low,3 - high,3 - high,3 - high,"POLYGON ((414007.30724207213 521363.16702731117, 410773.2182905628 520437.64840475575, 410251.7138765409 517030.97546620003, 412965.6263773289 514550.42621827254, 416199.73681612045 515477.47686127, 416719.9139521203 518883.5449523111, 414007.30724207213 521363.16702731117))"
86195d52fffffff,3 - high,1 - low,2 - medium,2 - medium,2 - medium,"POLYGON ((442869.6911362424 239764.50182463415, 439605.42133453366 238762.78965417587, 439082.88125420606 235264.32519537682, 441825.8254911861 232768.29534416384, 445089.9941707026 233771.512920223, 445611.3204145951 237269.25527128635, 442869.6911362424 239764.50182463415))"
86195bcdfffffff,3 - high,2 - medium,3 - high,2 - medium,3 - high,"POLYGON ((298981.4704639124 121241.05737047858, 295641.4978954065 120199.05608324555, 295087.288489921 116634.18330646126, 297874.2583486788 114112.09607041563, 301214.0867376023 115155.6121655759, 301767.0901435553 118719.70107362547, 298981.4704639124 121241.05737047858))"
861954257ffffff,3 - high,3 - high,3 - high,2 - medium,3 - high,"POLYGON ((312465.1111828019 547911.6603205783, 309192.6103807187 546988.3145378879, 308648.17161145114 543571.3998952456, 311377.60281872295 541078.4315305627, 314650.1489631332 542003.3283991744, 315193.2192571469 545419.6427603546, 312465.1111828019 547911.6603205783))"
861959b2fffffff,1 - low,3 - high,2 - medium,2 - medium,1 - low,"POLYGON ((489595.5426905053 113613.70856469529, 486333.9755653799 112580.61801404529, 485817.5881843297 109051.9448443045, 488563.9180814172 106557.13306755316, 491825.3262869752 107591.70482203862, 492340.5641818504 111119.6075252094, 489595.5426905053 113613.70856469529))"
